,loss,accuracy
0,1.008388416518603,0.470703125
1,0.988451875864695,0.498046875
2,0.9681465480382231,0.55859375
3,0.947968173576484,0.701171875
4,0.9282930754831324,0.81640625
5,0.9093357807542694,0.91796875
6,0.8906735259841514,0.97265625
7,0.8735533848317617,0.974609375
8,0.8573107876225212,0.98046875
9,0.8427545209549827,0.984375
10,0.8290903720427689,0.982421875
11,0.8164372058877432,0.986328125
12,0.8046436637867787,0.98828125
13,0.7939993161285562,0.98828125
14,0.7837039388787461,0.990234375
15,0.7738336100711435,0.990234375
16,0.7644437961073087,0.990234375
17,0.7555721873015104,0.9921875
18,0.7481641653218113,0.990234375
19,0.7414134236007071,0.986328125
