,loss,accuracy
0,1.004047914107486,0.462890625
1,0.9922206073524553,0.470703125
2,0.9802458586063749,0.490234375
3,0.968848432961342,0.537109375
4,0.9567659982122773,0.623046875
5,0.9454062362992401,0.740234375
6,0.9341026710592645,0.8359375
7,0.922151518218193,0.8984375
8,0.9107589841039986,0.923828125
9,0.8994156142006798,0.943359375
10,0.8885522899225217,0.951171875
11,0.8783598357702935,0.962890625
12,0.869042501567227,0.97265625
13,0.8604256585234363,0.974609375
14,0.8524951870668048,0.978515625
15,0.844981796588825,0.982421875
16,0.8377723505445825,0.986328125
17,0.8310670644431876,0.990234375
18,0.8243291030208519,0.990234375
19,0.8179599684460608,0.990234375
