,loss,accuracy
0,0.9947935845254641,0.484375
1,0.9927824865871029,0.494140625
2,0.990795180132265,0.51171875
3,0.9888000820663386,0.525390625
4,0.9867688513660446,0.54296875
5,0.9846285695357507,0.564453125
6,0.9824668132266785,0.580078125
7,0.9802641512444203,0.58984375
8,0.9779735286922244,0.6171875
9,0.9757609472171047,0.64453125
10,0.973488194539227,0.677734375
11,0.9711596540729217,0.70703125
12,0.9688629542695266,0.716796875
13,0.9665390511324888,0.73828125
14,0.9641218588505218,0.74609375
15,0.9616725990746148,0.759765625
16,0.9590010728659294,0.771484375
17,0.9562370163875304,0.78125
18,0.9533533082252496,0.796875
19,0.9500110621944572,0.802734375
