,loss,accuracy
0,1.0263944982167859,0.248046875
1,1.0179196948309437,0.28515625
2,1.0099292972888778,0.33984375
3,1.0020608037766372,0.42578125
4,0.9942393519592089,0.51953125
5,0.9861788168110263,0.578125
6,0.977417155771221,0.615234375
7,0.9675379228882044,0.642578125
8,0.9571602581829173,0.67578125
9,0.9462357387369514,0.71875
10,0.9351473812751734,0.76171875
11,0.9243455733156476,0.78515625
12,0.9137721939729774,0.830078125
13,0.9038940948149148,0.85546875
14,0.8944623603162634,0.873046875
15,0.8852125227840612,0.900390625
16,0.8763732872550333,0.923828125
17,0.8677201584221362,0.935546875
18,0.8595629200690933,0.947265625
19,0.8517791443686935,0.955078125
