,loss,accuracy
0,0.9715525800312925,0.5234375
1,0.9571630929216798,0.552734375
2,0.942460424569348,0.583984375
3,0.9273090243070583,0.677734375
4,0.9116305855076332,0.796875
5,0.8966353415607474,0.8828125
6,0.8833133730487762,0.9296875
7,0.8708611578445314,0.943359375
8,0.8601685019464522,0.953125
9,0.8506890418440599,0.95703125
10,0.8413469327256896,0.9609375
11,0.8325241393235497,0.966796875
12,0.8240077651795347,0.966796875
13,0.8159808067046359,0.96875
14,0.8081330226422967,0.970703125
15,0.80050741727968,0.970703125
16,0.7927317248090383,0.97265625
17,0.7846922499779465,0.974609375
18,0.7765338674732765,0.9765625
19,0.7691266380471207,0.9765625
