,loss,accuracy
0,1.002042893352696,0.541015625
1,0.9867812246097917,0.591796875
2,0.971297540479388,0.640625
3,0.9553456063948291,0.685546875
4,0.9387195870374359,0.7109375
5,0.9229586528748721,0.744140625
6,0.9081352103321367,0.775390625
7,0.8943753081364376,0.806640625
8,0.8811224163473124,0.859375
9,0.8688149667620605,0.904296875
10,0.8572247836892085,0.94140625
11,0.8464134679757387,0.96484375
12,0.8363947440343136,0.9765625
13,0.8269620609805566,0.98046875
14,0.8177268502113682,0.986328125
15,0.8084515186372471,0.986328125
16,0.7989776738291798,0.98828125
17,0.7892583801490013,0.986328125
18,0.7797399261969902,0.98828125
19,0.769739047529583,0.98828125
