,loss,accuracy,val_loss,val_accuracy
0,0.7176131891439951,0.6842331097359999,0.5120649680817246,0.7908266129032258
1,0.5438979608673482,0.7769591590137633,0.4878305825272192,0.8518145161290323
2,0.4905927631778919,0.8514150023776593,0.47408646215081063,0.8382056451612904
3,0.4604045443420592,0.8424334919737252,0.4681486980225814,0.8261088709677419
4,0.44525757818970607,0.8365677173004858,0.45891985038035593,0.8276209677419355
5,0.4335806585729361,0.838318185401532,0.4472130767725689,0.8341733870967742
6,0.4204515038492323,0.8459149243344679,0.42877724381325333,0.8377016129032258
7,0.4036251457657622,0.8464951630612584,0.40833460624145795,0.8397177419354839
8,0.39095881988481385,0.8404002184893156,0.39774512724707395,0.8351814516129032
9,0.3864199946217436,0.8386302465469199,0.3950988270233911,0.8351814516129032
10,0.3854409064885214,0.8380695116614789,0.3942456772856501,0.8361895161290323
11,0.3850445376035935,0.8387423935556285,0.3934962674539517,0.8366935483870968
12,0.3846906976224969,0.838917927969672,0.39283355553413785,0.8361895161290323
13,0.38432411867483374,0.8388155328816381,0.3921928899945196,0.8366935483870968
14,0.3839852321591938,0.8385571072209103,0.39170067537599895,0.8366935483870968
15,0.383715608274219,0.8391178421063512,0.39123184024805385,0.8361895161290323
16,0.3834906585069149,0.8388789202869729,0.39105686170041004,0.8366935483870968
17,0.3833048493330763,0.8390349508596668,0.3906567622523242,0.8361895161290323
18,0.3832040748227119,0.8392202371943851,0.39052199089949546,0.8366935483870968
19,0.38311315579325433,0.8388886722076476,0.39044572467447275,0.8366935483870968
