,loss,accuracy
0,0.9461369660335106,0.541015625
1,0.9398011561906418,0.541015625
2,0.9358363053345282,0.541015625
3,0.9315380534221378,0.541015625
4,0.9283602764702017,0.541015625
5,0.925567799668035,0.541015625
6,0.9228455813003652,0.541015625
7,0.920556434076091,0.541015625
8,0.9181299565337169,0.541015625
9,0.9162295382762956,0.541015625
10,0.9142886239945698,0.541015625
11,0.9126984193708746,0.541015625
12,0.9108908356609939,0.541015625
13,0.9093594388176309,0.541015625
14,0.9080952445452419,0.541015625
15,0.9065460851287256,0.541015625
16,0.9053573664661438,0.541015625
17,0.9042844692132442,0.541015625
18,0.9033648200098032,0.541015625
19,0.9023854667904457,0.541015625
