,loss,accuracy
0,0.9880784008755621,0.509765625
1,0.9871702155389964,0.509765625
2,0.9865857772464603,0.509765625
3,0.9854335378943181,0.509765625
4,0.9845693384576559,0.509765625
5,0.9839072152312914,0.509765625
6,0.9831830303843332,0.509765625
7,0.982411687347104,0.509765625
8,0.9815386155110575,0.509765625
9,0.9808197657952453,0.509765625
10,0.980148456411658,0.509765625
11,0.9794067114594062,0.509765625
12,0.9788754092653629,0.509765625
13,0.9780143402936796,0.509765625
14,0.9774184893661672,0.509765625
15,0.9768662699019309,0.509765625
16,0.9763206190750576,0.509765625
17,0.9756409864095743,0.509765625
18,0.9753667986202342,0.509765625
19,0.9745836835282943,0.509765625
